,dataset_name,input_size,output_size
0,19_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays1,15,1
1,19_B.v1.l1.ds0.l_combo0.ds_combo0.idays30.odays7,15,1
2,19_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays1,15,1
3,19_B.v1.l1.ds0.l_combo0.ds_combo0.idays60.odays7,15,1
4,19_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays1,15,1
5,19_B.v1.l1.ds0.l_combo1.ds_combo0.idays30.odays7,15,1
6,19_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays1,15,1
7,19_B.v1.l1.ds0.l_combo1.ds_combo0.idays60.odays7,15,1
8,19_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays1,15,1
9,19_B.v1.l1.ds0.l_combo2.ds_combo0.idays30.odays7,15,1
10,19_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays1,15,1
11,19_B.v1.l1.ds0.l_combo2.ds_combo0.idays60.odays7,15,1
12,19_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays1,15,1
13,19_B.v1.l1.ds0.l_combo3.ds_combo0.idays30.odays7,15,1
14,19_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays1,15,1
15,19_B.v1.l1.ds0.l_combo3.ds_combo0.idays60.odays7,15,1
16,19_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays1,15,1
17,19_B.v1.l1.ds0.l_combo4.ds_combo0.idays30.odays7,15,1
18,19_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays1,15,1
19,19_B.v1.l1.ds0.l_combo4.ds_combo0.idays60.odays7,15,1
20,19_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays1,15,1
21,19_B.v1.l1.ds0.l_combo5.ds_combo0.idays30.odays7,15,1
22,19_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays1,15,1
23,19_B.v1.l1.ds0.l_combo5.ds_combo0.idays60.odays7,15,1
24,19_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays1,7,1
25,19_B.v1.l1.ds0.l_combo6.ds_combo0.idays30.odays7,7,1
26,19_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays1,7,1
27,19_B.v1.l1.ds0.l_combo6.ds_combo0.idays60.odays7,7,1
28,19_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays1,15,1
29,19_B.v1.l1.ds0.l_combo7.ds_combo0.idays30.odays7,15,1
30,19_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays1,15,1
31,19_B.v1.l1.ds0.l_combo7.ds_combo0.idays60.odays7,15,1
32,19_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays1,15,1
33,19_B.v1.l1.ds0.l_combo8.ds_combo0.idays30.odays7,15,1
34,19_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays1,15,1
35,19_B.v1.l1.ds0.l_combo8.ds_combo0.idays60.odays7,15,1
36,19_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays1,11,1
37,19_B.v1.l1.ds0.l_combo9.ds_combo0.idays30.odays7,11,1
38,19_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays1,11,1
39,19_B.v1.l1.ds0.l_combo9.ds_combo0.idays60.odays7,11,1
40,19_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays1,11,1
41,19_B.v1.l1.ds0.l_combo10.ds_combo0.idays30.odays7,11,1
42,19_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays1,11,1
43,19_B.v1.l1.ds0.l_combo10.ds_combo0.idays60.odays7,11,1
44,19_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays1,15,1
45,19_B.v1.l1.ds0.l_combo11.ds_combo0.idays30.odays7,15,1
46,19_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays1,15,1
47,19_B.v1.l1.ds0.l_combo11.ds_combo0.idays60.odays7,15,1
48,19_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays1,15,1
49,19_B.v1.l1.ds0.l_combo12.ds_combo0.idays30.odays7,15,1
50,19_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays1,15,1
51,19_B.v1.l1.ds0.l_combo12.ds_combo0.idays60.odays7,15,1
52,19_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays1,15,1
53,19_B.v1.l1.ds0.l_combo13.ds_combo0.idays30.odays7,15,1
54,19_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays1,15,1
55,19_B.v1.l1.ds0.l_combo13.ds_combo0.idays60.odays7,15,1
56,19_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays1,15,1
57,19_B.v1.l1.ds0.l_combo14.ds_combo0.idays30.odays7,15,1
58,19_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays1,15,1
59,19_B.v1.l1.ds0.l_combo14.ds_combo0.idays60.odays7,15,1
